Pipe_ID,Start_Node,End_Node,Diameter,Length,Material
P_building_s1_10_1_9,junction_third_s1_10_1_9,Building_1633,0.09,144,PVC
P_third_s1_10_2,junction_second_s1_10_2,junction_third_s1_10_2,0.14,334,PVC
P_building_s1_10_2_1,junction_third_s1_10_2_1,Building_1634,0.09,125,PVC
P_building_s1_10_2_2,junction_third_s1_10_2_2,Building_1635,0.09,233,PVC
P_building_s1_10_2_3,junction_third_s1_10_2_3,Building_1636,0.09,197,PVC
P_building_s1_10_2_4,junction_third_s1_10_2_4,Building_1637,0.09,249,PVC
P_building_s1_10_2_5,junction_third_s1_10_2_5,Building_1638,0.09,288,PVC
P_third_s1_10_3,junction_second_s1_10_3,junction_third_s1_10_3,0.13,364,PVC
P_building_s1_10_3_1,junction_third_s1_10_3_1,Building_1639,0.1,116,PVC
P_building_s1_10_3_2,junction_third_s1_10_3_2,Building_1640,0.08,253,PVC
P_building_s1_10_3_3,junction_third_s1_10_3_3,Building_1641,0.08,284,PVC
P_building_s1_10_3_4,junction_third_s1_10_3_4,Building_1642,0.1,232,PVC
P_building_s1_10_3_5,junction_third_s1_10_3_5,Building_1643,0.09,111,PVC
P_building_s1_10_3_6,junction_third_s1_10_3_6,Building_1644,0.1,278,PVC
P_building_s1_10_3_7,junction_third_s1_10_3_7,Building_1645,0.09,290,PVC
P_building_s1_10_3_8,junction_third_s1_10_3_8,Building_1646,0.09,169,PVC
P_building_s1_10_3_9,junction_third_s1_10_3_9,Building_1647,0.08,216,PVC
P_building_s1_10_3_10,junction_third_s1_10_3_10,Building_1648,0.1,177,PVC
P_building_s1_10_3_11,junction_third_s1_10_3_11,Building_1649,0.09,112,PVC
P_building_s1_10_3_12,junction_third_s1_10_3_12,Building_1650,0.09,116,PVC
P_building_s1_10_3_13,junction_third_s1_10_3_13,Building_1651,0.09,170,PVC
P_building_s1_10_3_14,junction_third_s1_10_3_14,Building_1652,0.08,208,PVC
P_building_s1_10_3_15,junction_third_s1_10_3_15,Building_1653,0.09,299,PVC
P_building_s1_10_3_16,junction_third_s1_10_3_16,Building_1654,0.1,129,PVC
P_building_s1_10_3_17,junction_third_s1_10_3_17,Building_1655,0.09,286,PVC
P_building_s1_10_3_18,junction_third_s1_10_3_18,Building_1656,0.09,123,PVC
P_building_s1_10_3_19,junction_third_s1_10_3_19,Building_1657,0.1,289,PVC
P_third_s1_10_4,junction_second_s1_10_4,junction_third_s1_10_4,0.1,345,PVC
P_building_s1_10_4_1,junction_third_s1_10_4_1,Building_1658,0.09,284,PVC
P_building_s1_10_4_2,junction_third_s1_10_4_2,Building_1659,0.1,164,PVC
P_building_s1_10_4_3,junction_third_s1_10_4_3,Building_1660,0.09,165,PVC
P_building_s1_10_4_4,junction_third_s1_10_4_4,Building_1661,0.08,165,PVC
P_building_s1_10_4_5,junction_third_s1_10_4_5,Building_1662,0.09,129,PVC
P_building_s1_10_4_6,junction_third_s1_10_4_6,Building_1663,0.1,139,PVC
P_building_s1_10_4_7,junction_third_s1_10_4_7,Building_1664,0.08,173,PVC
P_building_s1_10_4_8,junction_third_s1_10_4_8,Building_1665,0.09,160,PVC
P_building_s1_10_4_9,junction_third_s1_10_4_9,Building_1666,0.08,232,PVC
P_building_s1_10_4_10,junction_third_s1_10_4_10,Building_1667,0.08,263,PVC
P_building_s1_10_4_11,junction_third_s1_10_4_11,Building_1668,0.09,292,PVC
P_building_s1_10_4_12,junction_third_s1_10_4_12,Building_1669,0.1,164,PVC
P_building_s1_10_4_13,junction_third_s1_10_4_13,Building_1670,0.09,136,PVC
P_building_s1_10_4_14,junction_third_s1_10_4_14,Building_1671,0.09,271,PVC
P_building_s1_10_4_15,junction_third_s1_10_4_15,Building_1672,0.09,268,PVC
P_building_s1_10_4_16,junction_third_s1_10_4_16,Building_1673,0.09,274,PVC
P_building_s1_10_4_17,junction_third_s1_10_4_17,Building_1674,0.09,137,PVC
P_building_s1_10_4_18,junction_third_s1_10_4_18,Building_1675,0.08,251,PVC
P_building_s1_10_4_19,junction_third_s1_10_4_19,Building_1676,0.1,210,PVC
P_building_s1_10_4_20,junction_third_s1_10_4_20,Building_1677,0.1,247,PVC
P_building_s1_10_4_21,junction_third_s1_10_4_21,Building_1678,0.08,231,PVC
P_building_s1_10_4_22,junction_third_s1_10_4_22,Building_1679,0.09,263,PVC
P_third_s1_10_5,junction_second_s1_10_5,junction_third_s1_10_5,0.11,486,PVC
P_building_s1_10_5_1,junction_third_s1_10_5_1,Building_1680,0.08,125,PVC
P_building_s1_10_5_2,junction_third_s1_10_5_2,Building_1681,0.09,289,PVC
P_building_s1_10_5_3,junction_third_s1_10_5_3,Building_1682,0.09,148,PVC
P_building_s1_10_5_4,junction_third_s1_10_5_4,Building_1683,0.09,241,PVC
P_building_s1_10_5_5,junction_third_s1_10_5_5,Building_1684,0.08,193,PVC
P_building_s1_10_5_6,junction_third_s1_10_5_6,Building_1685,0.09,193,PVC
P_building_s1_10_5_7,junction_third_s1_10_5_7,Building_1686,0.1,103,PVC
P_building_s1_10_5_8,junction_third_s1_10_5_8,Building_1687,0.08,267,PVC
P_building_s1_10_5_9,junction_third_s1_10_5_9,Building_1688,0.08,171,PVC
P_third_s1_10_6,junction_second_s1_10_6,junction_third_s1_10_6,0.14,453,PVC
P_building_s1_10_6_1,junction_third_s1_10_6_1,Building_1689,0.08,218,PVC
P_building_s1_10_6_2,junction_third_s1_10_6_2,Building_1690,0.08,224,PVC
P_building_s1_10_6_3,junction_third_s1_10_6_3,Building_1691,0.09,253,PVC
P_building_s1_10_6_4,junction_third_s1_10_6_4,Building_1692,0.1,164,PVC
P_building_s1_10_6_5,junction_third_s1_10_6_5,Building_1693,0.08,287,PVC
P_building_s1_10_6_6,junction_third_s1_10_6_6,Building_1694,0.1,217,PVC
P_building_s1_10_6_7,junction_third_s1_10_6_7,Building_1695,0.09,229,PVC
P_building_s1_10_6_8,junction_third_s1_10_6_8,Building_1696,0.09,202,PVC
P_building_s1_10_6_9,junction_third_s1_10_6_9,Building_1697,0.09,225,PVC
P_building_s1_10_6_10,junction_third_s1_10_6_10,Building_1698,0.1,163,PVC
P_building_s1_10_6_11,junction_third_s1_10_6_11,Building_1699,0.08,120,PVC
P_building_s1_10_6_12,junction_third_s1_10_6_12,Building_1700,0.09,256,PVC
P_building_s1_10_6_13,junction_third_s1_10_6_13,Building_1701,0.1,279,PVC
P_building_s1_10_6_14,junction_third_s1_10_6_14,Building_1702,0.09,270,PVC
P_building_s1_10_6_15,junction_third_s1_10_6_15,Building_1703,0.09,154,PVC
P_building_s1_10_6_16,junction_third_s1_10_6_16,Building_1704,0.09,265,PVC
P_building_s1_10_6_17,junction_third_s1_10_6_17,Building_1705,0.08,222,PVC
P_building_s1_10_6_18,junction_third_s1_10_6_18,Building_1706,0.09,280,PVC
P_building_s1_10_6_19,junction_third_s1_10_6_19,Building_1707,0.1,142,PVC
P_building_s1_10_6_20,junction_third_s1_10_6_20,Building_1708,0.09,160,PVC
P_building_s1_10_6_21,junction_third_s1_10_6_21,Building_1709,0.1,238,PVC
P_building_s1_10_6_22,junction_third_s1_10_6_22,Building_1710,0.09,130,PVC
P_building_s1_10_6_23,junction_third_s1_10_6_23,Building_1711,0.09,218,PVC
P_building_s1_10_6_24,junction_third_s1_10_6_24,Building_1712,0.09,135,PVC
P_third_s1_10_7,junction_second_s1_10_7,junction_third_s1_10_7,0.14,403,PVC
P_building_s1_10_7_1,junction_third_s1_10_7_1,Building_1713,0.08,184,PVC
P_building_s1_10_7_2,junction_third_s1_10_7_2,Building_1714,0.08,290,PVC
P_building_s1_10_7_3,junction_third_s1_10_7_3,Building_1715,0.09,298,PVC
P_building_s1_10_7_4,junction_third_s1_10_7_4,Building_1716,0.08,283,PVC
P_building_s1_10_7_5,junction_third_s1_10_7_5,Building_1717,0.1,254,PVC
P_building_s1_10_7_6,junction_third_s1_10_7_6,Building_1718,0.09,180,PVC
P_building_s1_10_7_7,junction_third_s1_10_7_7,Building_1719,0.08,185,PVC
P_building_s1_10_7_8,junction_third_s1_10_7_8,Building_1720,0.08,248,PVC
P_building_s1_10_7_9,junction_third_s1_10_7_9,Building_1721,0.09,149,PVC
P_building_s1_10_7_10,junction_third_s1_10_7_10,Building_1722,0.09,202,PVC
P_building_s1_10_7_11,junction_third_s1_10_7_11,Building_1723,0.09,210,PVC
P_building_s1_10_7_12,junction_third_s1_10_7_12,Building_1724,0.09,224,PVC
P_building_s1_10_7_13,junction_third_s1_10_7_13,Building_1725,0.1,248,PVC
P_building_s1_10_7_14,junction_third_s1_10_7_14,Building_1726,0.1,109,PVC
P_building_s1_10_7_15,junction_third_s1_10_7_15,Building_1727,0.08,107,PVC
P_third_s1_10_8,junction_second_s1_10_8,junction_third_s1_10_8,0.14,441,PVC
P_building_s1_10_8_1,junction_third_s1_10_8_1,Building_1728,0.09,186,PVC
P_building_s1_10_8_2,junction_third_s1_10_8_2,Building_1729,0.1,139,PVC
P_building_s1_10_8_3,junction_third_s1_10_8_3,Building_1730,0.09,285,PVC
P_building_s1_10_8_4,junction_third_s1_10_8_4,Building_1731,0.09,267,PVC
P_building_s1_10_8_5,junction_third_s1_10_8_5,Building_1732,0.09,246,PVC
P_building_s1_10_8_6,junction_third_s1_10_8_6,Building_1733,0.09,259,PVC
P_building_s1_10_8_7,junction_third_s1_10_8_7,Building_1734,0.09,190,PVC
P_building_s1_10_8_8,junction_third_s1_10_8_8,Building_1735,0.08,266,PVC
P_secondary_s1_11,junction_main_s1_11,junction_second_s1_11,0.18,678,Steel
P_third_s1_11_1,junction_second_s1_11_1,junction_third_s1_11_1,0.12,472,PVC
P_building_s1_11_1_1,junction_third_s1_11_1_1,Building_1736,0.08,144,PVC
P_building_s1_11_1_2,junction_third_s1_11_1_2,Building_1737,0.09,110,PVC
P_building_s1_11_1_3,junction_third_s1_11_1_3,Building_1738,0.1,207,PVC
P_building_s1_11_1_4,junction_third_s1_11_1_4,Building_1739,0.1,204,PVC
P_building_s1_11_1_5,junction_third_s1_11_1_5,Building_1740,0.09,221,PVC
P_third_s1_11_2,junction_second_s1_11_2,junction_third_s1_11_2,0.14,362,PVC
P_building_s1_11_2_1,junction_third_s1_11_2_1,Building_1741,0.09,210,PVC
P_building_s1_11_2_2,junction_third_s1_11_2_2,Building_1742,0.09,195,PVC
P_building_s1_11_2_3,junction_third_s1_11_2_3,Building_1743,0.08,269,PVC
P_building_s1_11_2_4,junction_third_s1_11_2_4,Building_1744,0.1,180,PVC
P_building_s1_11_2_5,junction_third_s1_11_2_5,Building_1745,0.09,217,PVC
P_building_s1_11_2_6,junction_third_s1_11_2_6,Building_1746,0.09,205,PVC
P_building_s1_11_2_7,junction_third_s1_11_2_7,Building_1747,0.08,133,PVC
P_building_s1_11_2_8,junction_third_s1_11_2_8,Building_1748,0.09,109,PVC
P_building_s1_11_2_9,junction_third_s1_11_2_9,Building_1749,0.08,131,PVC
P_building_s1_11_2_10,junction_third_s1_11_2_10,Building_1750,0.1,221,PVC
P_building_s1_11_2_11,junction_third_s1_11_2_11,Building_1751,0.09,206,PVC
P_building_s1_11_2_12,junction_third_s1_11_2_12,Building_1752,0.09,136,PVC
P_building_s1_11_2_13,junction_third_s1_11_2_13,Building_1753,0.1,203,PVC
P_building_s1_11_2_14,junction_third_s1_11_2_14,Building_1754,0.09,229,PVC
P_building_s1_11_2_15,junction_third_s1_11_2_15,Building_1755,0.09,225,PVC
P_building_s1_11_2_16,junction_third_s1_11_2_16,Building_1756,0.1,192,PVC
P_building_s1_11_2_17,junction_third_s1_11_2_17,Building_1757,0.09,237,PVC
P_building_s1_11_2_18,junction_third_s1_11_2_18,Building_1758,0.09,177,PVC
P_building_s1_11_2_19,junction_third_s1_11_2_19,Building_1759,0.08,120,PVC
P_building_s1_11_2_20,junction_third_s1_11_2_20,Building_1760,0.09,259,PVC
P_building_s1_11_2_21,junction_third_s1_11_2_21,Building_1761,0.08,267,PVC
P_third_s1_11_3,junction_second_s1_11_3,junction_third_s1_11_3,0.12,451,PVC
P_building_s1_11_3_1,junction_third_s1_11_3_1,Building_1762,0.09,284,PVC
P_building_s1_11_3_2,junction_third_s1_11_3_2,Building_1763,0.08,108,PVC
P_building_s1_11_3_3,junction_third_s1_11_3_3,Building_1764,0.09,133,PVC
P_building_s1_11_3_4,junction_third_s1_11_3_4,Building_1765,0.1,189,PVC
P_building_s1_11_3_5,junction_third_s1_11_3_5,Building_1766,0.1,166,PVC
P_building_s1_11_3_6,junction_third_s1_11_3_6,Building_1767,0.09,270,PVC
P_building_s1_11_3_7,junction_third_s1_11_3_7,Building_1768,0.08,119,PVC
P_building_s1_11_3_8,junction_third_s1_11_3_8,Building_1769,0.09,155,PVC
P_building_s1_11_3_9,junction_third_s1_11_3_9,Building_1770,0.09,138,PVC
P_building_s1_11_3_10,junction_third_s1_11_3_10,Building_1771,0.1,219,PVC
P_building_s1_11_3_11,junction_third_s1_11_3_11,Building_1772,0.09,192,PVC
P_building_s1_11_3_12,junction_third_s1_11_3_12,Building_1773,0.09,142,PVC
P_building_s1_11_3_13,junction_third_s1_11_3_13,Building_1774,0.1,218,PVC
P_third_s1_11_4,junction_second_s1_11_4,junction_third_s1_11_4,0.12,498,PVC
P_building_s1_11_4_1,junction_third_s1_11_4_1,Building_1775,0.1,257,PVC
P_building_s1_11_4_2,junction_third_s1_11_4_2,Building_1776,0.09,190,PVC
P_building_s1_11_4_3,junction_third_s1_11_4_3,Building_1777,0.1,230,PVC
P_building_s1_11_4_4,junction_third_s1_11_4_4,Building_1778,0.09,299,PVC
P_third_s1_11_5,junction_second_s1_11_5,junction_third_s1_11_5,0.11,382,PVC
P_building_s1_11_5_1,junction_third_s1_11_5_1,Building_1779,0.1,299,PVC
P_building_s1_11_5_2,junction_third_s1_11_5_2,Building_1780,0.1,280,PVC
P_building_s1_11_5_3,junction_third_s1_11_5_3,Building_1781,0.1,257,PVC
P_building_s1_11_5_4,junction_third_s1_11_5_4,Building_1782,0.08,187,PVC
P_building_s1_11_5_5,junction_third_s1_11_5_5,Building_1783,0.1,172,PVC
P_building_s1_11_5_6,junction_third_s1_11_5_6,Building_1784,0.09,213,PVC
P_building_s1_11_5_7,junction_third_s1_11_5_7,Building_1785,0.1,122,PVC
P_building_s1_11_5_8,junction_third_s1_11_5_8,Building_1786,0.09,281,PVC
P_building_s1_11_5_9,junction_third_s1_11_5_9,Building_1787,0.1,273,PVC
P_building_s1_11_5_10,junction_third_s1_11_5_10,Building_1788,0.1,248,PVC
P_building_s1_11_5_11,junction_third_s1_11_5_11,Building_1789,0.1,235,PVC
P_secondary_s1_12,junction_main_s1_12,junction_second_s1_12,0.17,744,Steel
P_third_s1_12_1,junction_second_s1_12_1,junction_third_s1_12_1,0.13,396,PVC
P_building_s1_12_1_1,junction_third_s1_12_1_1,Building_1790,0.1,192,PVC
P_building_s1_12_1_2,junction_third_s1_12_1_2,Building_1791,0.09,201,PVC
P_building_s1_12_1_3,junction_third_s1_12_1_3,Building_1792,0.1,186,PVC
P_building_s1_12_1_4,junction_third_s1_12_1_4,Building_1793,0.08,178,PVC
P_building_s1_12_1_5,junction_third_s1_12_1_5,Building_1794,0.1,124,PVC
P_building_s1_12_1_6,junction_third_s1_12_1_6,Building_1795,0.09,259,PVC
P_building_s1_12_1_7,junction_third_s1_12_1_7,Building_1796,0.1,201,PVC
P_building_s1_12_1_8,junction_third_s1_12_1_8,Building_1797,0.1,140,PVC
P_building_s1_12_1_9,junction_third_s1_12_1_9,Building_1798,0.08,221,PVC
P_building_s1_12_1_10,junction_third_s1_12_1_10,Building_1799,0.09,128,PVC
P_building_s1_12_1_11,junction_third_s1_12_1_11,Building_1800,0.09,133,PVC
P_building_s1_12_1_12,junction_third_s1_12_1_12,Building_1801,0.08,250,PVC
P_building_s1_12_1_13,junction_third_s1_12_1_13,Building_1802,0.09,193,PVC
P_building_s1_12_1_14,junction_third_s1_12_1_14,Building_1803,0.09,268,PVC
P_building_s1_12_1_15,junction_third_s1_12_1_15,Building_1804,0.09,273,PVC
P_building_s1_12_1_16,junction_third_s1_12_1_16,Building_1805,0.09,183,PVC
P_building_s1_12_1_17,junction_third_s1_12_1_17,Building_1806,0.1,168,PVC
P_building_s1_12_1_18,junction_third_s1_12_1_18,Building_1807,0.09,283,PVC
P_building_s1_12_1_19,junction_third_s1_12_1_19,Building_1808,0.09,188,PVC
P_building_s1_12_1_20,junction_third_s1_12_1_20,Building_1809,0.1,142,PVC
P_third_s1_12_2,junction_second_s1_12_2,junction_third_s1_12_2,0.11,376,PVC
P_building_s1_12_2_1,junction_third_s1_12_2_1,Building_1810,0.09,126,PVC
P_building_s1_12_2_2,junction_third_s1_12_2_2,Building_1811,0.1,295,PVC
P_building_s1_12_2_3,junction_third_s1_12_2_3,Building_1812,0.09,189,PVC
P_building_s1_12_2_4,junction_third_s1_12_2_4,Building_1813,0.1,142,PVC
P_building_s1_12_2_5,junction_third_s1_12_2_5,Building_1814,0.1,207,PVC
P_building_s1_12_2_6,junction_third_s1_12_2_6,Building_1815,0.09,141,PVC
P_building_s1_12_2_7,junction_third_s1_12_2_7,Building_1816,0.09,260,PVC
P_building_s1_12_2_8,junction_third_s1_12_2_8,Building_1817,0.09,199,PVC
P_building_s1_12_2_9,junction_third_s1_12_2_9,Building_1818,0.09,213,PVC
P_building_s1_12_2_10,junction_third_s1_12_2_10,Building_1819,0.09,146,PVC
P_building_s1_12_2_11,junction_third_s1_12_2_11,Building_1820,0.09,147,PVC
P_building_s1_12_2_12,junction_third_s1_12_2_12,Building_1821,0.08,121,PVC
P_building_s1_12_2_13,junction_third_s1_12_2_13,Building_1822,0.09,274,PVC
P_building_s1_12_2_14,junction_third_s1_12_2_14,Building_1823,0.08,232,PVC
P_building_s1_12_2_15,junction_third_s1_12_2_15,Building_1824,0.1,186,PVC
P_building_s1_12_2_16,junction_third_s1_12_2_16,Building_1825,0.09,214,PVC
P_building_s1_12_2_17,junction_third_s1_12_2_17,Building_1826,0.1,256,PVC
P_building_s1_12_2_18,junction_third_s1_12_2_18,Building_1827,0.1,265,PVC
P_building_s1_12_2_19,junction_third_s1_12_2_19,Building_1828,0.1,115,PVC
P_building_s1_12_2_20,junction_third_s1_12_2_20,Building_1829,0.09,145,PVC
P_building_s1_12_2_21,junction_third_s1_12_2_21,Building_1830,0.08,260,PVC
P_building_s1_12_2_22,junction_third_s1_12_2_22,Building_1831,0.09,165,PVC
P_building_s1_12_2_23,junction_third_s1_12_2_23,Building_1832,0.09,230,PVC
P_building_s1_12_2_24,junction_third_s1_12_2_24,Building_1833,0.09,159,PVC
P_building_s1_12_2_25,junction_third_s1_12_2_25,Building_1834,0.08,250,PVC
P_third_s1_12_3,junction_second_s1_12_3,junction_third_s1_12_3,0.14,419,PVC
P_building_s1_12_3_1,junction_third_s1_12_3_1,Building_1835,0.1,196,PVC
P_building_s1_12_3_2,junction_third_s1_12_3_2,Building_1836,0.09,222,PVC
P_building_s1_12_3_3,junction_third_s1_12_3_3,Building_1837,0.08,187,PVC
P_building_s1_12_3_4,junction_third_s1_12_3_4,Building_1838,0.09,221,PVC
P_building_s1_12_3_5,junction_third_s1_12_3_5,Building_1839,0.08,123,PVC
P_building_s1_12_3_6,junction_third_s1_12_3_6,Building_1840,0.09,248,PVC
P_building_s1_12_3_7,junction_third_s1_12_3_7,Building_1841,0.1,161,PVC
P_third_s1_12_4,junction_second_s1_12_4,junction_third_s1_12_4,0.13,376,PVC
P_building_s1_12_4_1,junction_third_s1_12_4_1,Building_1842,0.08,261,PVC
P_building_s1_12_4_2,junction_third_s1_12_4_2,Building_1843,0.1,233,PVC
P_building_s1_12_4_3,junction_third_s1_12_4_3,Building_1844,0.08,149,PVC
P_building_s1_12_4_4,junction_third_s1_12_4_4,Building_1845,0.1,269,PVC
P_building_s1_12_4_5,junction_third_s1_12_4_5,Building_1846,0.1,164,PVC
P_building_s1_12_4_6,junction_third_s1_12_4_6,Building_1847,0.08,100,PVC
P_building_s1_12_4_7,junction_third_s1_12_4_7,Building_1848,0.1,202,PVC
P_building_s1_12_4_8,junction_third_s1_12_4_8,Building_1849,0.09,295,PVC
P_building_s1_12_4_9,junction_third_s1_12_4_9,Building_1850,0.09,214,PVC
P_building_s1_12_4_10,junction_third_s1_12_4_10,Building_1851,0.1,223,PVC
P_building_s1_12_4_11,junction_third_s1_12_4_11,Building_1852,0.08,109,PVC
P_building_s1_12_4_12,junction_third_s1_12_4_12,Building_1853,0.09,138,PVC
P_building_s1_12_4_13,junction_third_s1_12_4_13,Building_1854,0.1,218,PVC
P_building_s1_12_4_14,junction_third_s1_12_4_14,Building_1855,0.1,124,PVC
P_third_s1_12_5,junction_second_s1_12_5,junction_third_s1_12_5,0.13,351,PVC
P_building_s1_12_5_1,junction_third_s1_12_5_1,Building_1856,0.09,289,PVC
P_building_s1_12_5_2,junction_third_s1_12_5_2,Building_1857,0.08,215,PVC
P_building_s1_12_5_3,junction_third_s1_12_5_3,Building_1858,0.1,171,PVC
P_building_s1_12_5_4,junction_third_s1_12_5_4,Building_1859,0.09,256,PVC
P_building_s1_12_5_5,junction_third_s1_12_5_5,Building_1860,0.1,248,PVC
P_building_s1_12_5_6,junction_third_s1_12_5_6,Building_1861,0.09,187,PVC
P_building_s1_12_5_7,junction_third_s1_12_5_7,Building_1862,0.08,195,PVC
P_building_s1_12_5_8,junction_third_s1_12_5_8,Building_1863,0.1,192,PVC
P_building_s1_12_5_9,junction_third_s1_12_5_9,Building_1864,0.08,119,PVC
P_building_s1_12_5_10,junction_third_s1_12_5_10,Building_1865,0.08,139,PVC
P_building_s1_12_5_11,junction_third_s1_12_5_11,Building_1866,0.1,162,PVC
P_building_s1_12_5_12,junction_third_s1_12_5_12,Building_1867,0.09,226,PVC
P_building_s1_12_5_13,junction_third_s1_12_5_13,Building_1868,0.1,193,PVC
P_building_s1_12_5_14,junction_third_s1_12_5_14,Building_1869,0.09,284,PVC
P_third_s1_12_6,junction_second_s1_12_6,junction_third_s1_12_6,0.13,424,PVC
P_building_s1_12_6_1,junction_third_s1_12_6_1,Building_1870,0.09,134,PVC
P_building_s1_12_6_2,junction_third_s1_12_6_2,Building_1871,0.1,256,PVC
P_building_s1_12_6_3,junction_third_s1_12_6_3,Building_1872,0.1,250,PVC
P_building_s1_12_6_4,junction_third_s1_12_6_4,Building_1873,0.1,194,PVC
P_building_s1_12_6_5,junction_third_s1_12_6_5,Building_1874,0.08,262,PVC
P_building_s1_12_6_6,junction_third_s1_12_6_6,Building_1875,0.09,222,PVC
P_building_s1_12_6_7,junction_third_s1_12_6_7,Building_1876,0.08,230,PVC
P_building_s1_12_6_8,junction_third_s1_12_6_8,Building_1877,0.09,220,PVC
P_building_s1_12_6_9,junction_third_s1_12_6_9,Building_1878,0.09,228,PVC
P_building_s1_12_6_10,junction_third_s1_12_6_10,Building_1879,0.09,217,PVC
P_building_s1_12_6_11,junction_third_s1_12_6_11,Building_1880,0.09,239,PVC
P_building_s1_12_6_12,junction_third_s1_12_6_12,Building_1881,0.08,144,PVC
P_building_s1_12_6_13,junction_third_s1_12_6_13,Building_1882,0.08,244,PVC
P_building_s1_12_6_14,junction_third_s1_12_6_14,Building_1883,0.09,120,PVC
P_building_s1_12_6_15,junction_third_s1_12_6_15,Building_1884,0.1,134,PVC
P_building_s1_12_6_16,junction_third_s1_12_6_16,Building_1885,0.1,258,PVC
P_building_s1_12_6_17,junction_third_s1_12_6_17,Building_1886,0.09,240,PVC
P_building_s1_12_6_18,junction_third_s1_12_6_18,Building_1887,0.09,253,PVC
P_building_s1_12_6_19,junction_third_s1_12_6_19,Building_1888,0.08,300,PVC
P_building_s1_12_6_20,junction_third_s1_12_6_20,Building_1889,0.09,119,PVC
P_building_s1_12_6_21,junction_third_s1_12_6_21,Building_1890,0.09,289,PVC
P_building_s1_12_6_22,junction_third_s1_12_6_22,Building_1891,0.08,150,PVC
P_building_s1_12_6_23,junction_third_s1_12_6_23,Building_1892,0.1,147,PVC
P_building_s1_12_6_24,junction_third_s1_12_6_24,Building_1893,0.09,288,PVC
P_building_s1_12_6_25,junction_third_s1_12_6_25,Building_1894,0.09,140,PVC
P_third_s1_12_7,junction_second_s1_12_7,junction_third_s1_12_7,0.12,352,PVC
P_building_s1_12_7_1,junction_third_s1_12_7_1,Building_1895,0.09,195,PVC
P_building_s1_12_7_2,junction_third_s1_12_7_2,Building_1896,0.1,268,PVC
P_building_s1_12_7_3,junction_third_s1_12_7_3,Building_1897,0.08,237,PVC
P_building_s1_12_7_4,junction_third_s1_12_7_4,Building_1898,0.1,184,PVC
P_building_s1_12_7_5,junction_third_s1_12_7_5,Building_1899,0.09,247,PVC
P_building_s1_12_7_6,junction_third_s1_12_7_6,Building_1900,0.08,224,PVC
P_building_s1_12_7_7,junction_third_s1_12_7_7,Building_1901,0.09,267,PVC
P_building_s1_12_7_8,junction_third_s1_12_7_8,Building_1902,0.09,258,PVC
P_building_s1_12_7_9,junction_third_s1_12_7_9,Building_1903,0.1,130,PVC
P_building_s1_12_7_10,junction_third_s1_12_7_10,Building_1904,0.09,169,PVC
P_third_s1_12_8,junction_second_s1_12_8,junction_third_s1_12_8,0.12,371,PVC
P_building_s1_12_8_1,junction_third_s1_12_8_1,Building_1905,0.1,189,PVC
P_building_s1_12_8_2,junction_third_s1_12_8_2,Building_1906,0.09,125,PVC
P_building_s1_12_8_3,junction_third_s1_12_8_3,Building_1907,0.09,159,PVC
P_building_s1_12_8_4,junction_third_s1_12_8_4,Building_1908,0.08,146,PVC
P_building_s1_12_8_5,junction_third_s1_12_8_5,Building_1909,0.08,213,PVC
P_building_s1_12_8_6,junction_third_s1_12_8_6,Building_1910,0.1,125,PVC
P_building_s1_12_8_7,junction_third_s1_12_8_7,Building_1911,0.09,276,PVC
P_building_s1_12_8_8,junction_third_s1_12_8_8,Building_1912,0.09,221,PVC
P_building_s1_12_8_9,junction_third_s1_12_8_9,Building_1913,0.08,262,PVC
P_building_s1_12_8_10,junction_third_s1_12_8_10,Building_1914,0.1,154,PVC
P_building_s1_12_8_11,junction_third_s1_12_8_11,Building_1915,0.1,214,PVC
P_building_s1_12_8_12,junction_third_s1_12_8_12,Building_1916,0.1,266,PVC
P_building_s1_12_8_13,junction_third_s1_12_8_13,Building_1917,0.09,125,PVC
P_building_s1_12_8_14,junction_third_s1_12_8_14,Building_1918,0.1,133,PVC
P_building_s1_12_8_15,junction_third_s1_12_8_15,Building_1919,0.09,299,PVC
P_building_s1_12_8_16,junction_third_s1_12_8_16,Building_1920,0.1,286,PVC
P_building_s1_12_8_17,junction_third_s1_12_8_17,Building_1921,0.09,210,PVC
P_building_s1_12_8_18,junction_third_s1_12_8_18,Building_1922,0.1,142,PVC
P_third_s1_12_9,junction_second_s1_12_9,junction_third_s1_12_9,0.11,367,PVC
P_building_s1_12_9_1,junction_third_s1_12_9_1,Building_1923,0.09,255,PVC
P_building_s1_12_9_2,junction_third_s1_12_9_2,Building_1924,0.1,122,PVC
P_building_s1_12_9_3,junction_third_s1_12_9_3,Building_1925,0.1,279,PVC
P_building_s1_12_9_4,junction_third_s1_12_9_4,Building_1926,0.1,110,PVC
P_building_s1_12_9_5,junction_third_s1_12_9_5,Building_1927,0.09,278,PVC
P_building_s1_12_9_6,junction_third_s1_12_9_6,Building_1928,0.08,229,PVC
P_building_s1_12_9_7,junction_third_s1_12_9_7,Building_1929,0.08,146,PVC
P_building_s1_12_9_8,junction_third_s1_12_9_8,Building_1930,0.09,116,PVC
P_third_s1_12_10,junction_second_s1_12_10,junction_third_s1_12_10,0.11,445,PVC
P_building_s1_12_10_1,junction_third_s1_12_10_1,Building_1931,0.1,216,PVC
